t,m0,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,v0,v1,v2
159.68747,-0.66044,0.02889,-0.75033,0.85293,0.29311,0.92990,-0.22219,0.58871,0.69131,-0.36667,-0.62261,-0.66044,-110.14539,234.14381,-121.75986,31.38305,-3.47667,11.55689,-17.80815
159.70207,-0.64992,0.03142,-0.75935,0.86108,0.29295,0.93229,-0.21216,0.59954,0.70127,-0.36034,-0.61512,-0.64992,-110.19676,234.31776,-122.00059,31.40285,-3.47667,11.55689,-17.80815
159.71710,-0.63930,0.03403,-0.76820,0.86895,0.29264,0.93461,-0.20214,0.61034,0.71109,-0.35404,-0.60746,-0.63930,-110.24814,234.49173,-122.24132,31.42265,-3.47667,11.55689,-17.80815
159.73355,-0.62820,0.03648,-0.77720,0.87693,0.29194,0.93697,-0.19199,0.62147,0.72120,-0.34751,-0.59925,-0.62820,-110.29478,234.67174,-122.48715,31.44271,-2.95996,11.71252,-17.74492
159.74749,-0.61587,0.03925,-0.78687,0.88537,0.29097,0.93948,-0.18087,0.63365,0.73215,-0.34035,-0.59002,-0.61587,-110.34521,234.86913,-122.75636,31.46466,-2.95996,11.71252,-17.74492
159.76256,-0.60544,0.04137,-0.79482,0.89228,0.28990,0.94151,-0.17182,0.64375,0.74122,-0.33444,-0.58202,-0.60544,-110.38319,235.03868,-122.98499,31.48275,-2.42916,11.87607,-17.61820
159.77875,-0.59413,0.04364,-0.80318,0.89947,0.28857,0.94362,-0.16219,0.65454,0.75082,-0.32813,-0.57323,-0.59413,-110.42228,235.22119,-123.23022,31.50196,-2.42916,11.87607,-17.61820
159.79376,-0.58196,0.04603,-0.81191,0.90687,0.28695,0.94580,-0.15206,0.66595,0.76091,-0.32148,-0.56362,-0.58196,-110.46046,235.42030,-123.49516,31.52216,-1.89784,12.04609,-17.44226
159.80444,-0.57082,0.04818,-0.81966,0.91336,0.28533,0.94770,-0.14299,0.67621,0.76991,-0.31550,-0.55471,-0.57082,-110.49203,235.60376,-123.73717,31.54014,-1.89784,12.04609,-17.44226
159.81996,-0.56276,0.04977,-0.82512,0.91786,0.28407,0.94903,-0.13651,0.68355,0.77628,-0.31122,-0.54821,-0.56276,-110.51434,235.73624,-123.91160,31.55303,-1.37558,12.22128,-17.22915
159.83499,-0.55142,0.05184,-0.83262,0.92399,0.28214,0.95084,-0.12765,0.69369,0.78507,-0.30530,-0.53894,-0.55142,-110.53967,235.92920,-124.16096,31.57044,-1.37558,12.22128,-17.22915
159.85190,-0.54033,0.05393,-0.83972,0.92969,0.28014,0.95255,-0.11908,0.70349,0.79345,-0.29958,-0.52980,-0.54033,-110.56425,236.11652,-124.40301,31.58734,-1.37558,12.22128,-17.22915
159.86665,-0.52826,0.05610,-0.84723,0.93562,0.27773,0.95434,-0.10998,0.71398,0.80238,-0.29340,-0.51972,-0.52826,-110.58473,236.32863,-124.67148,31.60505,-0.86902,12.40028,-16.98891
159.88025,-0.51764,0.05804,-0.85363,0.94056,0.27550,0.95587,-0.10208,0.72309,0.81003,-0.28802,-0.51079,-0.51764,-110.60197,236.51524,-124.90706,31.62048,-0.86902,12.40028,-16.98891
159.89653,-0.50819,0.05971,-0.85917,0.94478,0.27339,0.95718,-0.09518,0.73110,0.81670,-0.28326,-0.50275,-0.50819,-110.61309,236.68663,-125.11950,31.63374,-0.38197,12.58190,-16.72861
159.91191,-0.49682,0.06173,-0.86565,0.94960,0.27075,0.95871,-0.08702,0.74059,0.82454,-0.27761,-0.49302,-0.49682,-110.62457,236.89436,-125.37531,31.64942,-0.38197,12.58190,-16.72861
159.92925,-0.48660,0.06346,-0.87132,0.95375,0.26820,0.96005,-0.07986,0.74900,0.83144,-0.27255,-0.48418,-0.48660,-110.63174,237.08646,-125.60876,31.66324,0.08329,12.76498,-16.45395
159.94531,-0.47452,0.06539,-0.87781,0.95842,0.26501,0.96158,-0.07163,0.75880,0.83940,-0.26662,-0.47362,-0.47452,-110.63663,237.31792,-125.88671,31.67917,0.08329,12.76498,-16.45395
159.96062,-0.46388,0.06703,-0.88336,0.96232,0.26207,0.96289,-0.06455,0.76729,0.84625,-0.26145,-0.46423,-0.46388,-110.63744,237.52686,-126.13410,31.69286,0.52649,12.94815,-16.16766
159.97171,-0.45395,0.06851,-0.88839,0.96579,0.25923,0.96407,-0.05811,0.77508,0.85249,-0.25667,-0.45540,-0.45395,-110.63513,237.72604,-126.36700,31.70532,0.52649,12.94815,-16.16766
159.98668,-0.44662,0.06959,-0.89201,0.96824,0.25706,0.96492,-0.05342,0.78078,0.85700,-0.25316,-0.44884,-0.44662,-110.63283,237.87401,-126.53934,31.71447,0.94787,13.13025,-15.87199
160.00158,-0.43726,0.07066,-0.89655,0.97130,0.25399,0.96603,-0.04774,0.78797,0.86272,-0.24859,-0.44035,-0.43726,-110.62489,238.07207,-126.76480,31.72578,0.94787,13.13025,-15.87199
160.01579,-0.42787,0.07177,-0.90099,0.97420,0.25086,0.96711,-0.04209,0.79511,0.86833,-0.24403,-0.43180,-0.42787,-110.61694,238.27013,-126.99026,31.73710,0.94787,13.13025,-15.87199
160.03064,-0.41931,0.07227,-0.90496,0.97685,0.24759,0.96814,-0.03741,0.80154,0.87343,-0.23974,-0.42385,-0.41931,-110.60513,238.46126,-127.20309,31.74721,1.34705,13.31024,-15.56970
160.04510,-0.41045,0.07273,-0.90898,0.97948,0.24409,0.96920,-0.03267,0.80811,0.87861,-0.23528,-0.41556,-0.41045,-110.59216,238.66046,-127.42415,31.75761,1.34705,13.31024,-15.56970
160.05906,-0.40255,0.07295,-0.91249,0.98175,0.24082,0.97015,-0.02868,0.81389,0.88315,-0.23129,-0.40810,-0.40255,-110.57776,238.84352,-127.62434,31.76671,1.72325,13.48697,-15.26433
160.07387,-0.39401,0.07302,-0.91620,0.98415,0.23712,0.97117,-0.02457,0.82005,0.88799,-0.22693,-0.39996,-0.39401,-110.55952,239.04607,-127.84310,31.77634,1.72325,13.48697,-15.26433
160.08804,-0.38558,0.07300,-0.91978,0.98641,0.23338,0.97217,-0.02067,0.82604,0.89267,-0.22263,-0.39188,-0.38558,-110.54008,239.24924,-128.06108,31.78578,2.07666,13.65960,-14.95833
160.10207,-0.37785,0.07266,-0.92301,0.98849,0.22971,0.97310,-0.01744,0.83144,0.89692,-0.21862,-0.38438,-0.37785,-110.51814,239.44368,-128.26555,31.79420,2.07666,13.65960,-14.95833
160.10784,-0.37007,0.07234,-0.92618,0.99047,0.22601,0.97402,-0.01423,0.83680,0.90109,-0.21459,-0.37681,-0.37007,-110.49622,239.63812,-128.47000,31.80261,2.07666,13.65960,-14.95833
160.12266,-0.36704,0.07211,-0.92740,0.99125,0.22449,0.97439,-0.01309,0.83886,0.90271,-0.21300,-0.37383,-0.36704,-110.48583,239.71855,-128.55286,31.80585,2.40939,13.82700,-14.64937
160.13867,-0.35930,0.07143,-0.93048,0.99320,0.22056,0.97532,-0.01029,0.84407,0.90678,-0.20892,-0.36619,-0.35930,-110.45812,239.92461,-128.76367,31.81392,2.40939,13.82700,-14.64937
160.15596,-0.35096,0.07068,-0.93372,0.99518,0.21626,0.97631,-0.00738,0.84961,0.91108,-0.20451,-0.35793,-0.35096,-110.42747,240.14886,-128.99239,31.82262,2.72379,13.98821,-14.33434
160.17018,-0.34247,0.06948,-0.93695,0.99718,0.21147,0.97737,-0.00482,0.85519,0.91542,-0.19979,-0.34942,-0.34247,-110.39027,240.39131,-129.23360,31.83122,2.72379,13.98821,-14.33434
160.18211,-0.33536,0.06851,-0.93960,0.99875,0.20744,0.97824,-0.00271,0.85981,0.91897,-0.19582,-0.34227,-0.33536,-110.35935,240.59274,-129.43399,31.83837,2.72379,13.98821,-14.33434
160.19754,-0.32994,0.06748,-0.94159,0.99993,0.20407,0.97896,-0.00134,0.86334,0.92168,-0.19259,-0.33676,-0.32994,-110.33007,240.76315,-129.59866,31.84376,3.02288,14.14237,-14.00670
160.20754,-0.32290,0.06619,-0.94411,1.00137,0.19969,0.97986,0.00040,0.86787,0.92513,-0.18840,-0.32962,-0.32290,-110.29240,240.98227,-129.81038,31.85069,3.02288,14.14237,-14.00670
160.22323,-0.31845,0.06532,-0.94569,1.00223,0.19681,0.98044,0.00145,0.87074,0.92728,-0.18566,-0.32508,-0.31845,-110.26633,241.12735,-129.94879,31.85502,3.31053,14.28871,-13.65689
160.23735,-0.31203,0.06395,-0.94792,1.00339,0.19244,0.98131,0.00286,0.87490,0.93038,-0.18152,-0.31851,-0.31203,-110.22340,241.35214,-130.15919,31.86116,3.31053,14.28871,-13.65689
160.25120,-0.30623,0.06273,-0.94989,1.00437,0.18847,0.98207,0.00410,0.87863,0.93311,-0.17777,-0.31256,-0.30623,-110.18433,241.55603,-130.34982,31.86670,3.58837,14.42723,-13.28259
160.26488,-0.30143,0.06152,-0.95150,1.00505,0.18468,0.98278,0.00504,0.88189,0.93543,-0.17421,-0.30760,-0.30143,-110.14250,241.75600,-130.53078,31.87127,3.58837,14.42723,-13.28259
160.27065,-0.29659,0.06033,-0.95310,1.00568,0.18088,0.98349,0.00596,0.88513,0.93772,-0.17063,-0.30261,-0.29659,-110.10067,241.95596,-130.71175,31.87584,3.58837,14.42723,-13.28259
160.28472,-0.29465,0.05985,-0.95373,1.00592,0.17934,0.98377,0.00633,0.88643,0.93863,-0.16918,-0.30060,-0.29465,-110.08299,242.03993,-130.78751,31.87774,3.84606,14.56058,-12.92055
160.29844,-0.29058,0.05875,-0.95505,1.00626,0.17564,0.98443,0.00712,0.88938,0.94059,-0.16567,-0.29637,-0.29058,-110.03642,242.24550,-130.96722,31.88162,3.84606,14.56058,-12.92055
160.31087,-0.28655,0.05768,-0.95633,1.00656,0.17197,0.98507,0.00789,0.89227,0.94250,-0.16220,-0.29219,-0.28655,-109.99070,242.44734,-131.14365,31.88542,3.84606,14.56058,-12.92055
160.32441,-0.28349,0.05679,-0.95729,1.00670,0.16890,0.98560,0.00845,0.89458,0.94398,-0.15929,-0.28900,-0.28349,-109.94829,242.62712,-131.29779,31.88844,4.08546,14.68873,-12.57074
160.33784,-0.28032,0.05577,-0.95828,1.00675,0.16545,0.98618,0.00900,0.89707,0.94554,-0.15602,-0.28567,-0.28032,-109.89953,242.82819,-131.46779,31.89151,4.08546,14.68873,-12.57074
160.35197,-0.27727,0.05480,-0.95923,1.00677,0.16208,0.98673,0.00952,0.89948,0.94702,-0.15284,-0.28247,-0.27727,-109.85052,243.02936,-131.63747,31.89454,4.30831,14.81163,-12.23332
160.36587,-0.27483,0.05379,-0.95999,1.00660,0.15870,0.98728,0.00989,0.90169,0.94830,-0.14964,-0.27987,-0.27483,-109.79690,243.23785,-131.80806,31.89706,4.30831,14.81163,-12.23332
160.37988,-0.27242,0.05281,-0.96073,1.00642,0.15536,0.98781,0.01025,0.90387,0.94955,-0.14647,-0.27730,-0.27242,-109.74328,243.44635,-131.97865,31.89959,4.30831,14.81163,-12.23332
160.39286,-0.27053,0.05179,-0.96132,1.00615,0.15217,0.98830,0.01042,0.90577,0.95061,-0.14346,-0.27524,-0.27053,-109.68726,243.65590,-132.14648,31.90168,4.51621,14.92928,-11.90838
160.40535,-0.26905,0.05085,-0.96178,1.00588,0.14936,0.98873,0.01049,0.90737,0.95147,-0.14083,-0.27361,-0.26905,-109.63538,243.84683,-132.29796,31.90341,4.51621,14.92928,-11.90838
160.41671,-0.26768,0.04994,-0.96221,1.00560,0.14664,0.98913,0.01054,0.90889,0.95228,-0.13828,-0.27210,-0.26768,-109.58307,244.03796,-132.44893,31.90506,4.71096,15.04145,-11.59630
160.42772,-0.26700,0.04907,-0.96245,1.00528,0.14435,0.98947,0.01040,0.90999,0.95282,-0.13616,-0.27127,-0.26700,-109.53491,244.20683,-132.57887,31.90612,4.71096,15.04145,-11.59630
160.43905,-0.26629,0.04818,-0.96269,1.00494,0.14201,0.98981,0.01026,0.91112,0.95337,-0.13398,-0.27042,-0.26629,-109.48675,244.37570,-132.70882,31.90718,4.71096,15.04145,-11.59630
160.44891,-0.26573,0.04737,-0.96288,1.00461,0.13987,0.99012,0.01011,0.91212,0.95385,-0.13199,-0.26973,-0.26573,-109.43816,244.54477,-132.83818,31.90817,4.89422,15.14801,-11.29734
160.45886,-0.26565,0.04666,-0.96294,1.00420,0.13797,0.99039,0.00993,0.91289,0.95415,-0.13022,-0.26953,-0.26565,-109.39300,244.69661,-132.95140,31.90875,4.89422,15.14801,-11.29734
160.46888,-0.26556,0.04596,-0.96300,1.00379,0.13610,0.99065,0.00975,0.91365,0.95444,-0.12848,-0.26933,-0.26556,-109.34784,244.84846,-133.06462,31.90934,4.89422,15.14801,-11.29734
160.47798,-0.26546,0.04516,-0.96306,1.00332,0.13396,0.99094,0.00954,0.91452,0.95477,-0.12648,-0.26911,-0.26546,-109.30269,245.00031,-133.17783,31.90992,4.89422,15.14801,-11.29734
160.48946,-0.26562,0.04467,-0.96304,1.00298,0.13270,0.99111,0.00937,0.91496,0.95490,-0.12530,-0.26919,-0.26562,-109.25982,245.14018,-133.27974,31.91027,5.05560,15.25113,-11.05414
160.50304,-0.26589,0.04388,-0.96301,1.00244,0.13065,0.99139,0.00910,0.91567,0.95511,-0.12339,-0.26933,-0.26589,-109.20601,245.31494,-133.40656,31.91067,5.05560,15.25113,-11.05414
160.51412,-0.26620,0.04293,-0.96296,1.00179,0.12821,0.99171,0.00878,0.91652,0.95535,-0.12112,-0.26949,-0.26620,-109.14189,245.52315,-133.55763,31.91115,5.05560,15.25113,-11.05414
160.52425,-0.26657,0.04234,-0.96289,1.00137,0.12676,0.99190,0.00853,0.91696,0.95544,-0.11979,-0.26977,-0.26657,-109.08824,245.69174,-133.67720,31.91136,5.20025,15.34980,-10.85060
160.53575,-0.26698,0.04168,-0.96280,1.00090,0.12513,0.99211,0.00825,0.91744,0.95554,-0.11828,-0.27009,-0.26698,-109.03806,245.84920,-133.78874,31.91154,5.20025,15.34980,-10.85060
160.54780,-0.26746,0.04091,-0.96270,1.00035,0.12326,0.99234,0.00793,0.91800,0.95565,-0.11655,-0.27045,-0.26746,-108.98157,246.02649,-133.91434,31.91175,5.20025,15.34980,-10.85060
160.55858,-0.26790,0.04040,-0.96260,0.99992,0.12193,0.99251,0.00771,0.91838,0.95570,-0.11531,-0.27082,-0.26790,-108.92108,246.21158,-134.04276,31.91186,5.33269,15.44319,-10.67385
160.57240,-0.26839,0.03983,-0.96249,0.99944,0.12048,0.99269,0.00748,0.91879,0.95575,-0.11395,-0.27123,-0.26839,-108.86653,246.37808,-134.15805,31.91195,5.33269,15.44319,-10.67385
160.58476,-0.26895,0.03919,-0.96236,0.99890,0.11883,0.99289,0.00722,0.91926,0.95580,-0.11242,-0.27169,-0.26895,-108.79625,246.59186,-134.30557,31.91205,5.45628,15.53109,-10.51398
160.59578,-0.26956,0.03863,-0.96221,0.99831,0.11722,0.99308,0.00703,0.91972,0.95582,-0.11090,-0.27222,-0.26956,-108.73126,246.78587,-134.43704,31.91210,5.45628,15.53109,-10.51398
160.60469,-0.27012,0.03811,-0.96207,0.99777,0.11572,0.99326,0.00685,0.92015,0.95585,-0.10948,-0.27271,-0.27012,-108.67451,246.95531,-134.55185,31.91215,5.45628,15.53109,-10.51398
160.61723,-0.27045,0.03780,-0.96199,0.99745,0.11485,0.99336,0.00675,0.92040,0.95586,-0.10866,-0.27299,-0.27045,-108.62704,247.09663,-134.64737,31.91218,5.57306,15.61369,-10.36469
160.62855,-0.27105,0.03729,-0.96184,0.99689,0.11336,0.99353,0.00657,0.92082,0.95587,-0.10725,-0.27353,-0.27105,-108.56040,247.29173,-134.77699,31.91219,5.57306,15.61369,-10.36469
160.63829,-0.27166,0.03677,-0.96169,0.99633,0.11187,0.99370,0.00639,0.92123,0.95587,-0.10585,-0.27406,-0.27166,-108.49962,247.46967,-134.89522,31.91219,5.57306,15.61369,-10.36469
160.65182,-0.27201,0.03647,-0.96160,0.99600,0.11100,0.99380,0.00629,0.92147,0.95587,-0.10503,-0.27437,-0.27201,-108.44766,247.62126,-134.99568,31.91219,5.68454,15.69123,-10.22159
160.66429,-0.27267,0.03595,-0.96144,0.99548,0.10963,0.99395,0.00608,0.92180,0.95584,-0.10374,-0.27496,-0.27267,-108.37382,247.83276,-135.13368,31.91213,5.68454,15.69123,-10.22159
160.67545,-0.27331,0.03545,-0.96127,0.99496,0.10829,0.99410,0.00587,0.92212,0.95581,-0.10249,-0.27553,-0.27331,-108.30477,248.03052,-135.26271,31.91208,5.68454,15.69123,-10.22159
160.68823,-0.27373,0.03512,-0.96116,0.99464,0.10745,0.99419,0.00573,0.92231,0.95578,-0.10171,-0.27592,-0.27373,-108.24369,248.20374,-135.37482,31.91200,5.79150,15.76382,-10.08434
160.69960,-0.27443,0.03462,-0.96098,0.99417,0.10626,0.99432,0.00547,0.92253,0.95572,-0.10062,-0.27655,-0.27443,-108.17121,248.40695,-135.50513,31.91188,5.79150,15.76382,-10.08434
160.71188,-0.27521,0.03405,-0.96078,0.99366,0.10495,0.99446,0.00519,0.92276,0.95564,-0.09940,-0.27726,-0.27521,-108.10694,248.58716,-135.62068,31.91177,5.79150,15.76382,-10.08434
160.72365,-0.27547,0.03384,-0.96071,0.99356,0.10465,0.99450,0.00503,0.92275,0.95560,-0.09916,-0.27750,-0.27547,-108.03643,248.78162,-135.74416,31.91161,5.89324,15.83174,-9.95765
160.73527,-0.27602,0.03340,-0.96057,0.99336,0.10404,0.99456,0.00469,0.92272,0.95550,-0.09864,-0.27800,-0.27602,-107.96855,248.96739,-135.86160,31.91142,5.89324,15.83174,-9.95765
160.74591,-0.27677,0.03280,-0.96038,0.99308,0.10320,0.99465,0.00423,0.92268,0.95538,-0.09794,-0.27868,-0.27677,-107.90067,249.15318,-135.97905,31.91124,5.89324,15.83174,-9.95765
160.75767,-0.27710,0.03244,-0.96029,0.99304,0.10291,0.99468,0.00390,0.92256,0.95531,-0.09774,-0.27897,-0.27710,-107.83839,249.32095,-136.08400,31.91107,5.98940,15.89470,-9.84691
160.76928,-0.27755,0.03195,-0.96018,0.99299,0.10253,0.99472,0.00346,0.92241,0.95523,-0.09748,-0.27936,-0.27755,-107.76913,249.50708,-136.20021,31.91088,5.98940,15.89470,-9.84691
160.78046,-0.27815,0.03128,-0.96003,0.99293,0.10200,0.99478,0.00286,0.92221,0.95511,-0.09713,-0.27989,-0.27815,-107.69988,249.69319,-136.31642,31.91068,5.98940,15.89470,-9.84691
160.79246,-0.27832,0.03094,-0.95999,0.99297,0.10181,0.99480,0.00254,0.92210,0.95508,-0.09703,-0.28002,-0.27832,-107.63313,249.87039,-136.42598,31.91058,6.07796,15.95274,-9.76104
160.80421,-0.27875,0.03007,-0.95989,0.99308,0.10133,0.99485,0.00174,0.92182,0.95500,-0.09678,-0.28036,-0.27875,-107.56158,250.06013,-136.54323,31.91047,6.07796,15.95274,-9.76104
160.81659,-0.27905,0.02967,-0.95982,0.99309,0.10109,0.99488,0.00137,0.92167,0.95494,-0.09664,-0.28062,-0.27905,-107.48997,250.24991,-136.66043,31.91037,6.15569,16.00615,-9.71137
160.82886,-0.27901,0.02888,-0.95985,0.99335,0.10075,0.99491,0.00065,0.92149,0.95499,-0.09652,-0.28050,-0.27901,-107.41470,250.44731,-136.78146,31.91045,6.15569,16.00615,-9.71137
160.83757,-0.27898,0.02820,-0.95988,0.99358,0.10045,0.99494,0.00004,0.92133,0.95503,-0.09641,-0.28040,-0.27898,-107.33943,250.64470,-136.90250,31.91054,6.15569,16.00615,-9.71137
160.84978,-0.27903,0.02779,-0.95988,0.99370,0.10028,0.99496,-0.00034,0.92121,0.95503,-0.09635,-0.28041,-0.27903,-107.28619,250.78418,-136.98796,31.91061,6.23752,16.03041,-9.63433
160.86196,-0.27877,0.02694,-0.95998,0.99405,0.09991,0.99500,-0.00109,0.92108,0.95515,-0.09622,-0.28006,-0.27877,-107.21071,250.97972,-137.10666,31.91079,6.23752,16.03041,-9.63433
160.87419,-0.27857,0.02629,-0.96006,0.99432,0.09964,0.99502,-0.00166,0.92097,0.95523,-0.09612,-0.27980,-0.27857,-107.13522,251.17526,-137.22536,31.91098,6.23752,16.03041,-9.63433
160.88570,-0.27840,0.02571,-0.96012,0.99456,0.09939,0.99505,-0.00217,0.92088,0.95531,-0.09603,-0.27957,-0.27840,-107.05942,251.37080,-137.34366,31.91117,6.32033,16.02879,-9.54208
160.89727,-0.27806,0.02493,-0.96024,0.99489,0.09902,0.99508,-0.00284,0.92079,0.95544,-0.09588,-0.27916,-0.27806,-106.98737,251.55504,-137.45436,31.91139,6.32033,16.02879,-9.54208
160.90859,-0.27761,0.02386,-0.96040,0.99534,0.09852,0.99513,-0.00376,0.92068,0.95563,-0.09566,-0.27861,-0.27761,-106.91532,251.73929,-137.56506,31.91160,6.32033,16.02879,-9.54208
160.91930,-0.27767,0.02399,-0.96038,0.99529,0.09859,0.99512,-0.00365,0.92069,0.95560,-0.09570,-0.27868,-0.27767,-106.84288,251.92340,-137.67522,31.91181,6.40172,16.00414,-9.44365
160.92958,-0.27732,0.02322,-0.96050,0.99560,0.09819,0.99516,-0.00429,0.92064,0.95575,-0.09550,-0.27826,-0.27732,-106.77649,252.09077,-137.77484,31.91201,6.40172,16.00414,-9.44365
160.94000,-0.27712,0.02278,-0.96057,0.99579,0.09796,0.99518,-0.00466,0.92061,0.95583,-0.09539,-0.27802,-0.27712,-106.71011,252.25816,-137.87447,31.91220,6.40172,16.00414,-9.44365
160.94957,-0.27690,0.02229,-0.96064,0.99599,0.09771,0.99520,-0.00507,0.92057,0.95592,-0.09527,-0.27775,-0.27690,-106.64348,252.42540,-137.97375,31.91240,6.48015,15.95885,-9.34509
160.95922,-0.27667,0.02180,-0.96072,0.99618,0.09742,0.99523,-0.00548,0.92055,0.95601,-0.09511,-0.27748,-0.27667,-106.58227,252.57747,-138.06351,31.91257,6.48015,15.95885,-9.34509
160.96859,-0.27640,0.02120,-0.96081,0.99641,0.09708,0.99526,-0.00597,0.92053,0.95613,-0.09493,-0.27715,-0.27640,-106.52106,252.72954,-138.15327,31.91274,6.48015,15.95885,-9.34509
160.97359,-0.27613,0.02060,-0.96090,0.99664,0.09674,0.99529,-0.00646,0.92050,0.95624,-0.09474,-0.27682,-0.27613,-106.45985,252.88161,-138.24303,31.91291,6.48015,15.95885,-9.34509
160.98547,-0.27612,0.02057,-0.96090,0.99665,0.09672,0.99529,-0.00648,0.92050,0.95624,-0.09473,-0.27681,-0.27612,-106.42741,252.96138,-138.28990,31.91299,6.55485,15.89499,-9.24950
160.99919,-0.27585,0.01996,-0.96099,0.99686,0.09633,0.99532,-0.00698,0.92049,0.95636,-0.09450,-0.27649,-0.27585,-106.35004,253.15063,-138.40085,31.91319,6.55485,15.89499,-9.24950
161.00990,-0.27549,0.01912,-0.96112,0.99716,0.09580,0.99537,-0.00765,0.92048,0.95652,-0.09419,-0.27604,-0.27549,-106.26172,253.36673,-138.52753,31.91342,6.55485,15.89499,-9.24950
161.02157,-0.27490,0.01774,-0.96131,0.99774,0.09516,0.99542,-0.00884,0.92032,0.95675,-0.09391,-0.27533,-0.27490,-106.19489,253.52852,-138.62212,31.91358,6.62578,15.81435,-9.15736
161.03650,-0.27490,0.01774,-0.96131,0.99774,0.09516,0.99542,-0.00884,0.92032,0.95675,-0.09391,-0.27533,-0.27490,-106.11416,253.72237,-138.73521,31.91375,6.62578,15.81435,-9.15736
161.04890,-0.27490,0.01774,-0.96131,0.99774,0.09516,0.99542,-0.00884,0.92032,0.95675,-0.09391,-0.27533,-0.27490,-106.01552,253.95924,-138.87343,31.91396,6.62578,15.81435,-9.15736
161.05905,-0.27436,0.01661,-0.96148,0.99846,0.09514,0.99541,-0.00995,0.91993,0.95691,-0.09421,-0.27468,-0.27436,-105.93262,254.15405,-138.98666,31.91407,6.69335,15.71824,-9.06847
161.07004,-0.27436,0.01661,-0.96148,0.99846,0.09514,0.99541,-0.00995,0.91993,0.95691,-0.09421,-0.27468,-0.27436,-105.86609,254.31030,-139.07748,31.91417,6.69335,15.71824,-9.06847
161.08178,-0.27436,0.01661,-0.96148,0.99846,0.09514,0.99541,-0.00995,0.91993,0.95691,-0.09421,-0.27468,-0.27436,-105.79132,254.48590,-139.17953,31.91427,6.69335,15.71824,-9.06847
161.09474,-0.27382,0.01620,-0.96164,0.99925,0.09609,0.99532,-0.01059,0.91936,0.95697,-0.09530,-0.27409,-0.27382,-105.71223,254.66702,-139.28426,31.91432,6.75819,15.60765,-8.98252
161.10446,-0.27382,0.01620,-0.96164,0.99925,0.09609,0.99532,-0.01059,0.91936,0.95697,-0.09530,-0.27409,-0.27382,-105.62443,254.86803,-139.40048,31.91436,6.75819,15.60765,-8.98252
161.11672,-0.27394,0.01626,-0.96161,0.99903,0.09575,0.99535,-0.01044,0.91955,0.95697,-0.09493,-0.27422,-0.27394,-105.55715,255.02176,-139.48933,31.91439,6.82262,15.48335,-8.89381
161.12893,-0.27375,0.01617,-0.96166,0.99938,0.09629,0.99530,-0.01068,0.91925,0.95697,-0.09552,-0.27402,-0.27375,-105.47220,255.21239,-139.59929,31.91439,6.82262,15.48335,-8.89381
161.13957,-0.27340,0.01599,-0.96177,1.00003,0.09733,0.99519,-0.01112,0.91870,0.95696,-0.09665,-0.27364,-0.27340,-105.38749,255.40245,-139.70891,31.91438,6.82262,15.48335,-8.89381
161.15007,-0.27340,0.01599,-0.96177,1.00003,0.09733,0.99519,-0.01112,0.91870,0.95696,-0.09665,-0.27364,-0.27340,-105.31407,255.56613,-139.80322,31.91436,6.88838,15.34635,-8.79670
161.16007,-0.27335,0.01608,-0.96178,1.00025,0.09789,0.99513,-0.01118,0.91845,0.95692,-0.09721,-0.27360,-0.27335,-105.24073,255.72673,-139.89546,31.91426,6.88838,15.34635,-8.79670
161.17109,-0.27329,0.01620,-0.96179,1.00052,0.09857,0.99507,-0.01125,0.91814,0.95687,-0.09788,-0.27354,-0.27329,-105.17036,255.88078,-139.98396,31.91417,6.88838,15.34635,-8.79670
161.18236,-0.27319,0.01625,-0.96182,1.00072,0.09901,0.99502,-0.01131,0.91796,0.95685,-0.09832,-0.27343,-0.27319,-105.09332,256.04916,-140.08066,31.91406,6.95869,15.19729,-8.68178
161.19315,-0.27335,0.01645,-0.96177,1.00094,0.09984,0.99494,-0.01135,0.91756,0.95672,-0.09912,-0.27361,-0.27335,-105.01373,256.21979,-140.17828,31.91384,6.95869,15.19729,-8.68178
161.20394,-0.27352,0.01666,-0.96172,1.00116,0.10066,0.99486,-0.01140,0.91715,0.95659,-0.09993,-0.27379,-0.27352,-104.93721,256.38385,-140.27214,31.91362,6.95869,15.19729,-8.68178
161.21535,-0.27347,0.01675,-0.96174,1.00131,0.10109,0.99481,-0.01142,0.91698,0.95655,-0.10034,-0.27374,-0.27347,-104.86064,256.54782,-140.36595,31.91339,7.03722,15.03695,-8.53710
161.22646,-0.27407,0.01699,-0.96156,1.00137,0.10187,0.99473,-0.01146,0.91649,0.95630,-0.10110,-0.27436,-0.27407,-104.78062,256.71588,-140.46152,31.91297,7.03722,15.03695,-8.53710
161.23755,-0.27457,0.01719,-0.96141,1.00142,0.10252,0.99466,-0.01150,0.91608,0.95609,-0.10172,-0.27487,-0.27457,-104.70059,256.88397,-140.55708,31.91254,7.03722,15.03695,-8.53710
161.24846,-0.27500,0.01737,-0.96129,1.00148,0.10314,0.99460,-0.01153,0.91571,0.95590,-0.10232,-0.27531,-0.27500,-104.62054,257.05194,-140.65259,31.91210,7.10587,14.86760,-8.42725
161.25964,-0.27569,0.01758,-0.96109,1.00143,0.10373,0.99454,-0.01156,0.91529,0.95564,-0.10288,-0.27600,-0.27569,-104.54202,257.21368,-140.74440,31.91159,7.10587,14.86760,-8.42725
