t,m0,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,v0,v1,v2
0.04887,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99763,134.00273,-226.57234,30.20418,-0.00000,0.00124,-0.00001
0.08449,0.99480,-0.00019,-0.10186,0.10144,-0.00103,0.99993,-0.01197,0.10228,0.10186,0.01201,0.99473,0.99480,-96.99763,134.00276,-226.57227,30.20418,-0.00000,0.00184,-0.00001
0.10583,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99764,134.00270,-226.57243,30.20418,-0.00000,0.00124,-0.00001
0.38935,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99765,134.00269,-226.57249,30.20418,-0.00000,0.00124,-0.00001
0.42990,0.99480,-0.00019,-0.10186,0.10144,-0.00103,0.99993,-0.01189,0.10228,0.10186,0.01193,0.99473,0.99480,-96.99762,134.00281,-226.57214,30.20418,-0.00000,0.00216,-0.00001
0.47508,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99764,134.00270,-226.57246,30.20418,-0.00000,0.00124,-0.00001
0.51530,0.99480,-0.00019,-0.10186,0.10144,-0.00103,0.99993,-0.01197,0.10228,0.10186,0.01201,0.99473,0.99480,-96.99763,134.00273,-226.57233,30.20418,-0.00000,0.00184,-0.00001
0.53749,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99764,134.00270,-226.57246,30.20418,-0.00000,0.00124,-0.00001
0.56632,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99765,134.00269,-226.57251,30.20418,-0.00000,0.00124,-0.00001
0.58337,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99763,134.00273,-226.57236,30.20418,-0.00000,0.00124,-0.00001
0.60709,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99764,134.00270,-226.57245,30.20418,-0.00000,0.00124,-0.00001
0.63519,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99765,134.00269,-226.57249,30.20418,-0.00000,0.00124,-0.00001
0.75189,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99763,134.00273,-226.57234,30.20418,-0.00000,0.00124,-0.00001
0.80539,0.99480,-0.00019,-0.10186,0.10144,-0.00103,0.99993,-0.01189,0.10228,0.10186,0.01193,0.99473,0.99480,-96.99761,134.00288,-226.57201,30.20418,-0.00000,0.00216,-0.00001
0.83518,0.99480,-0.00019,-0.10186,0.10144,-0.00103,0.99993,-0.01197,0.10228,0.10186,0.01201,0.99473,0.99480,-96.99763,134.00278,-226.57224,30.20418,-0.00000,0.00184,-0.00001
0.85708,0.99480,-0.00019,-0.10186,0.10144,-0.00103,0.99993,-0.01197,0.10228,0.10186,0.01201,0.99473,0.99480,-96.99762,134.00281,-226.57216,30.20418,-0.00000,0.00184,-0.00001
0.88321,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99764,134.00272,-226.57239,30.20418,-0.00000,0.00124,-0.00001
0.92056,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99764,134.00270,-226.57243,30.20418,-0.00000,0.00124,-0.00001
0.94734,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99764,134.00272,-226.57240,30.20418,-0.00000,0.00124,-0.00001
0.97428,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99764,134.00270,-226.57245,30.20418,-0.00000,0.00124,-0.00001
1.00160,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99765,134.00270,-226.57248,30.20418,-0.00000,0.00124,-0.00001
1.01950,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99763,134.00273,-226.57233,30.20418,-0.00000,0.00124,-0.00001
1.04632,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99764,134.00272,-226.57242,30.20418,-0.00000,0.00124,-0.00001
1.07264,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99764,134.00270,-226.57245,30.20418,-0.00000,0.00124,-0.00001
1.09840,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99765,134.00269,-226.57248,30.20418,-0.00000,0.00124,-0.00001
1.11665,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99763,134.00273,-226.57234,30.20418,-0.00000,0.00124,-0.00001
1.14305,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99764,134.00270,-226.57243,30.20418,-0.00000,0.00124,-0.00001
1.16685,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99765,134.00270,-226.57246,30.20418,-0.00000,0.00124,-0.00001
1.18389,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99763,134.00273,-226.57234,30.20418,-0.00000,0.00124,-0.00001
1.20752,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99764,134.00270,-226.57243,30.20418,-0.00000,0.00124,-0.00001
1.23188,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99765,134.00269,-226.57248,30.20418,-0.00000,0.00124,-0.00001
1.25639,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99763,134.00273,-226.57234,30.20418,-0.00000,0.00124,-0.00001
1.27724,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99764,134.00272,-226.57239,30.20418,-0.00000,0.00124,-0.00001
1.29999,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99764,134.00270,-226.57246,30.20418,-0.00000,0.00124,-0.00001
1.31117,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99763,134.00273,-226.57234,30.20418,-0.00000,0.00124,-0.00001
1.33378,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99764,134.00270,-226.57246,30.20418,-0.00000,0.00124,-0.00001
1.34512,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99763,134.00273,-226.57233,30.20418,-0.00000,0.00124,-0.00001
1.36715,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99764,134.00270,-226.57245,30.20418,-0.00000,0.00124,-0.00001
1.37860,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99763,134.00273,-226.57233,30.20418,-0.00000,0.00124,-0.00001
1.39970,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99764,134.00270,-226.57245,30.20418,-0.00000,0.00124,-0.00001
1.41274,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99763,134.00273,-226.57234,30.20418,-0.00000,0.00124,-0.00001
1.43354,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99764,134.00270,-226.57245,30.20418,-0.00000,0.00124,-0.00001
1.44947,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99763,134.00273,-226.57234,30.20418,-0.00000,0.00124,-0.00001
1.46924,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99764,134.00270,-226.57243,30.20418,-0.00000,0.00124,-0.00001
1.48069,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99763,134.00273,-226.57233,30.20418,-0.00000,0.00124,-0.00001
1.49987,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99764,134.00270,-226.57245,30.20418,-0.00000,0.00124,-0.00001
1.51753,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99763,134.00273,-226.57234,30.20418,-0.00000,0.00124,-0.00001
1.53616,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99764,134.00270,-226.57243,30.20418,-0.00000,0.00124,-0.00001
1.55287,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99763,134.00273,-226.57233,30.20418,-0.00000,0.00124,-0.00001
1.57452,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99764,134.00272,-226.57242,30.20418,-0.00000,0.00124,-0.00001
1.59716,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99765,134.00269,-226.57248,30.20418,-0.00000,0.00124,-0.00001
1.61519,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99763,134.00272,-226.57236,30.20418,-0.00000,0.00124,-0.00001
1.63489,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99764,134.00270,-226.57245,30.20418,-0.00000,0.00124,-0.00001
1.65309,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99763,134.00273,-226.57233,30.20418,-0.00000,0.00124,-0.00001
1.67663,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99764,134.00270,-226.57242,30.20418,-0.00000,0.00124,-0.00001
1.73531,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99765,134.00270,-226.57248,30.20418,-0.00000,0.00124,-0.00001
1.76914,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99763,134.00273,-226.57233,30.20418,-0.00000,0.00124,-0.00001
1.79213,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99763,134.00273,-226.57233,30.20418,-0.00000,0.00124,-0.00001
1.83674,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99764,134.00272,-226.57239,30.20418,-0.00000,0.00124,-0.00001
1.86244,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99763,134.00273,-226.57233,30.20418,-0.00000,0.00124,-0.00001
1.88326,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99763,134.00272,-226.57237,30.20418,-0.00000,0.00124,-0.00001
1.90619,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99764,134.00270,-226.57243,30.20418,-0.00000,0.00124,-0.00001
1.93704,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99765,134.00269,-226.57249,30.20418,-0.00000,0.00124,-0.00001
1.95834,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99763,134.00273,-226.57233,30.20418,-0.00000,0.00124,-0.00001
1.97974,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99764,134.00272,-226.57239,30.20418,-0.00000,0.00124,-0.00001
2.00424,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99764,134.00270,-226.57246,30.20418,-0.00000,0.00124,-0.00001
2.02793,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99765,134.00269,-226.57251,30.20418,-0.00000,0.00124,-0.00001
2.05163,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99764,134.00272,-226.57237,30.20418,-0.00000,0.00124,-0.00001
2.07241,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99764,134.00270,-226.57243,30.20418,-0.00000,0.00124,-0.00001
2.10304,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99765,134.00269,-226.57249,30.20418,-0.00000,0.00124,-0.00001
2.13647,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99763,134.00273,-226.57234,30.20418,-0.00000,0.00124,-0.00001
2.22968,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99763,134.00273,-226.57233,30.20418,-0.00000,0.00124,-0.00001
2.34752,0.99480,-0.00019,-0.10186,0.10144,-0.00103,0.99993,-0.01189,0.10228,0.10186,0.01193,0.99473,0.99480,-96.99761,134.00287,-226.57202,30.20418,-0.00000,0.00216,-0.00001
2.37716,0.99480,-0.00019,-0.10186,0.10144,-0.00103,0.99993,-0.01189,0.10228,0.10186,0.01193,0.99473,0.99480,-96.99761,134.00287,-226.57202,30.20418,-0.00000,0.00216,-0.00001
2.39945,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99764,134.00272,-226.57239,30.20418,-0.00000,0.00124,-0.00001
2.40893,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99763,134.00273,-226.57233,30.20418,-0.00000,0.00124,-0.00001
2.43102,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99764,134.00270,-226.57246,30.20418,-0.00000,0.00124,-0.00001
2.44899,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99763,134.00273,-226.57234,30.20418,-0.00000,0.00124,-0.00001
2.47241,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99764,134.00270,-226.57242,30.20418,-0.00000,0.00124,-0.00001
2.49702,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99765,134.00270,-226.57248,30.20418,-0.00000,0.00124,-0.00001
2.50515,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99763,134.00273,-226.57234,30.20418,-0.00000,0.00124,-0.00001
2.52886,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99765,134.00270,-226.57248,30.20418,-0.00000,0.00124,-0.00001
2.54989,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99763,134.00273,-226.57234,30.20418,-0.00000,0.00124,-0.00001
2.57192,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99764,134.00272,-226.57242,30.20418,-0.00000,0.00124,-0.00001
2.59671,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99765,134.00270,-226.57248,30.20418,-0.00000,0.00124,-0.00001
2.61650,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99763,134.00273,-226.57234,30.20418,-0.00000,0.00124,-0.00001
2.64089,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99764,134.00272,-226.57242,30.20418,-0.00000,0.00124,-0.00001
2.66734,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99765,134.00270,-226.57246,30.20418,-0.00000,0.00124,-0.00001
2.68749,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99763,134.00273,-226.57233,30.20418,-0.00000,0.00124,-0.00001
2.71302,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99764,134.00272,-226.57240,30.20418,-0.00000,0.00124,-0.00001
2.74224,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99764,134.00270,-226.57245,30.20418,-0.00000,0.00124,-0.00001
2.76864,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99765,134.00270,-226.57248,30.20418,-0.00000,0.00124,-0.00001
2.79246,0.99480,-0.00019,-0.10186,0.10144,-0.00104,0.99993,-0.01206,0.10228,0.10186,0.01210,0.99473,0.99480,-96.99763,134.00273,-226.57233,30.20418,-0.00000,0.00124,-0.00001
2.92854,0.99480,-0.00019,-0.10186,0.10145,-0.00101,0.99993,-0.01180,0.10227,0.10186,0.01185,0.99473,0.99480,-96.99760,134.01262,-226.57202,30.20418,-0.00000,0.41414,-0.00000
2.99064,0.99480,-0.00266,-0.10185,0.10421,0.00205,0.99998,-0.00608,0.09950,0.10187,0.00584,0.99478,0.99480,-96.99139,134.10042,-226.56094,30.20419,-0.00028,1.19850,-0.01577
3.01305,0.99477,-0.00841,-0.10183,0.11028,0.00851,0.99996,0.00049,0.09337,0.10182,-0.00136,0.99480,0.99477,-96.97816,134.19637,-226.54904,30.20410,0.00901,1.77222,-0.02187
3.03988,0.99475,-0.01027,-0.10184,0.11225,0.01059,0.99994,0.00264,0.09140,0.10181,-0.00370,0.99480,0.99475,-96.97380,134.23732,-226.54530,30.20407,0.01714,2.07571,-0.02115
3.06640,0.99471,-0.01368,-0.10185,0.11583,0.01438,0.99988,0.00619,0.08777,0.10176,-0.00762,0.99478,0.99471,-96.96568,134.29407,-226.53871,30.20396,0.03110,2.40888,-0.01531
3.07868,0.99463,-0.01803,-0.10188,0.12039,0.01920,0.99976,0.01044,0.08316,0.10167,-0.01234,0.99474,0.99463,-96.95550,134.35759,-226.53084,30.20380,0.03110,2.40888,-0.01531
3.10395,0.99459,-0.02028,-0.10191,0.12273,0.02166,0.99969,0.01246,0.08079,0.10162,-0.01460,0.99472,0.99459,-96.94986,134.38951,-226.52676,30.20369,0.05152,2.76109,-0.00394
3.12824,0.99446,-0.02560,-0.10198,0.12827,0.02748,0.99948,0.01705,0.07519,0.10149,-0.01976,0.99464,0.99446,-96.93687,134.45984,-226.51767,30.20343,0.08054,3.13128,0.01407
3.15217,0.99428,-0.03152,-0.10208,0.13441,0.03393,0.99918,0.02197,0.06897,0.10130,-0.02530,0.99453,0.99428,-96.92210,134.53479,-226.50755,30.20305,0.08054,3.13128,0.01407
3.17409,0.99404,-0.03795,-0.10222,0.14108,0.04093,0.99879,0.02716,0.06220,0.10106,-0.03118,0.99439,0.99404,-96.90554,134.61533,-226.49643,30.20256,0.11996,3.51824,0.03990
3.19252,0.99377,-0.04403,-0.10238,0.14737,0.04752,0.99836,0.03197,0.05581,0.10080,-0.03663,0.99423,0.99377,-96.88947,134.69257,-226.48576,30.20205,0.17171,3.92058,0.07466
3.21096,0.99352,-0.04913,-0.10254,0.15264,0.05306,0.99794,0.03598,0.05045,0.10056,-0.04119,0.99408,0.99352,-96.87534,134.76430,-226.47643,30.20155,0.17171,3.92058,0.07466
3.22630,0.99324,-0.05408,-0.10271,0.15775,0.05843,0.99749,0.03988,0.04525,0.10029,-0.04561,0.99391,0.99324,-96.86094,134.83894,-226.46692,30.20103,0.23595,4.33691,0.11840
3.24178,0.99300,-0.05804,-0.10286,0.16185,0.06274,0.99710,0.04302,0.04107,0.10006,-0.04917,0.99377,0.99300,-96.84875,134.90425,-226.45886,30.20057,0.23595,4.33691,0.11840
3.25546,0.99275,-0.06194,-0.10302,0.16588,0.06697,0.99669,0.04609,0.03696,0.09982,-0.05266,0.99361,0.99275,-96.83628,134.97208,-226.45062,30.20009,0.31254,4.76585,0.17107
3.26918,0.99252,-0.06528,-0.10316,0.16932,0.07059,0.99631,0.04872,0.03345,0.09960,-0.05564,0.99347,0.99252,-96.82481,135.03658,-226.44304,30.19965,0.31254,4.76585,0.17107
3.29237,0.99225,-0.06897,-0.10334,0.17313,0.07460,0.99588,0.05164,0.02955,0.09935,-0.05895,0.99331,0.99225,-96.81321,135.10176,-226.43538,30.19920,0.31254,4.76585,0.17107
3.31482,0.99188,-0.07383,-0.10357,0.17814,0.07992,0.99523,0.05595,0.02438,0.09895,-0.06377,0.99305,0.99188,-96.79261,135.21988,-226.42088,30.19833,0.40113,5.20596,0.23239
3.33927,0.99147,-0.07882,-0.10383,0.18326,0.08540,0.99450,0.06060,0.01905,0.09848,-0.06895,0.99275,0.99147,-96.77151,135.34067,-226.40556,30.19740,0.50141,5.65572,0.30298
3.36280,0.99102,-0.08395,-0.10411,0.18854,0.09108,0.99367,0.06572,0.01351,0.09794,-0.07461,0.99239,0.99102,-96.74800,135.47491,-226.38797,30.19632,0.61324,6.11347,0.38356
3.38381,0.99056,-0.08886,-0.10439,0.19357,0.09658,0.99277,0.07134,0.00812,0.09730,-0.08075,0.99197,0.99056,-96.72230,135.62080,-226.36755,30.19505,0.61324,6.11347,0.38356
3.40374,0.99019,-0.09264,-0.10461,0.19741,0.10088,0.99196,0.07641,0.00389,0.09669,-0.08622,0.99157,0.99019,-96.69941,135.75139,-226.34827,30.19383,0.73629,6.57755,0.47507
3.42070,0.98983,-0.09615,-0.10483,0.20098,0.10492,0.99113,0.08162,-0.00010,0.09605,-0.09178,0.99114,0.98983,-96.67625,135.88397,-226.32809,30.19254,0.86959,7.04626,0.57879
3.43772,0.98956,-0.09875,-0.10499,0.20359,0.10795,0.99044,0.08589,-0.00310,0.09550,-0.09633,0.99076,0.98956,-96.65549,136.00212,-226.30978,30.19144,0.86959,7.04626,0.57879
3.45499,0.98929,-0.10126,-0.10515,0.20612,0.11089,0.98974,0.09009,-0.00602,0.09495,-0.10079,0.99037,0.98929,-96.63474,136.12062,-226.29137,30.19034,1.01224,7.51806,0.69463
3.47233,0.98915,-0.10253,-0.10519,0.20732,0.11262,0.98909,0.09498,-0.00783,0.09430,-0.10580,0.98991,0.98915,-96.61373,136.24962,-226.26959,30.18904,1.01224,7.51806,0.69463
3.48951,0.98903,-0.10364,-0.10522,0.20836,0.11420,0.98843,0.09985,-0.00949,0.09365,-0.11077,0.98942,0.98903,-96.59277,136.37955,-226.24747,30.18773,1.16091,7.99160,0.82404
3.50664,0.98907,-0.10343,-0.10510,0.20797,0.11448,0.98784,0.10520,-0.00994,0.09294,-0.11609,0.98888,0.98907,-96.57225,136.51590,-226.22272,30.18632,1.16091,7.99160,0.82404
3.52334,0.98913,-0.10300,-0.10495,0.20735,0.11453,0.98726,0.11049,-0.01018,0.09223,-0.12131,0.98832,0.98913,-96.55176,136.65369,-226.19737,30.18489,1.31180,8.46562,0.96832
3.53989,0.98932,-0.10145,-0.10465,0.20553,0.11347,0.98673,0.11613,-0.00939,0.09148,-0.12676,0.98771,0.98932,-96.53204,136.79337,-226.17014,30.18342,1.31180,8.46562,0.96832
3.55474,0.98953,-0.09971,-0.10432,0.20350,0.11221,0.98620,0.12177,-0.00843,0.09074,-0.13220,0.98706,0.98953,-96.51232,136.93443,-226.14227,30.18193,1.46123,8.93885,1.12880
3.56903,0.98982,-0.09727,-0.10390,0.20072,0.11021,0.98575,0.12706,-0.00676,0.09006,-0.13722,0.98644,0.98982,-96.49500,137.06392,-226.11530,30.18058,1.46123,8.93885,1.12880
3.57409,0.99013,-0.09464,-0.10342,0.19771,0.10804,0.98524,0.13278,-0.00496,0.08933,-0.14264,0.98573,0.99013,-96.47770,137.19321,-226.08833,30.17923,1.46123,8.93885,1.12880
3.58788,0.99022,-0.09377,-0.10327,0.19674,0.10729,0.98513,0.13420,-0.00432,0.08915,-0.14396,0.98556,0.99022,-96.47174,137.23935,-226.07823,30.17876,1.60566,9.40998,1.30676
3.60202,0.99059,-0.09051,-0.10269,0.19306,0.10443,0.98470,0.13953,-0.00188,0.08849,-0.14894,0.98488,0.99059,-96.45522,137.36867,-226.04951,30.17745,1.60566,9.40998,1.30676
3.61641,0.99095,-0.08716,-0.10207,0.18928,0.10150,0.98421,0.14499,0.00062,0.08783,-0.15404,0.98415,0.99095,-96.43836,137.50052,-226.02022,30.17612,1.60566,9.40998,1.30676
